hour,store_id,node_id,brand,store_type,category_text,visits,revenue
17,M67#49,M67,周大福荟馆JEWELRIA精品店,retail,珠宝 / 钟表 / 饰品,53,15457.37
17,M66#50,M66,American Vintage,retail,女装,50,7229.14
17,M65#51,M65,self-portrait,retail,女装,71,5430.43
17,M64#52,M64,馥蕾诗,retail,保健 / 美容护理,101,3796.63
17,M63#53,M63,朋博湾,retail,童装 / 玩具,45,2611.55
17,M61#55,M61,ROCK&RIDE VINTAGE,retail,珠宝 / 钟表 / 饰品,41,11100.77
17,M60#56,M60,依诺,retail,女装,37,4160.88
17,M58#58,M58,Tabio,retail,休闲服 / 运动用品,45,1631.5
17,M57#59,M57,initial,retail,休闲服 / 运动用品,35,2286.16
17,M55#61,M55,泡泡玛特,retail,,44,2910.94
17,M48a#69,M48a,WASAI LIVING,retail,休闲服 / 运动用品,41,2845.91
17,M47#70,M47,TOMMY HILFIGER,retail,休闲服 / 运动用品,51,1753.71
17,M46#71,M46,LACOSTE,retail,休闲服 / 运动用品,44,3971.33
17,M45#72,M45,EVISU,retail,休闲服 / 运动用品,36,1440.23
17,M43#74,M43,摩安珂,retail,女装,46,4806.67
17,M41a#76,M41a,little Mo&Co.,retail,童装 / 玩具,42,783.21
17,M41b#77,M41b,广天藏品,retail,工艺 / 家居 / 礼品,48,1765.02
17,MU35#118,MU35,方所,anchor,主力店,100,2705.41
17,MU36#119,MU36,始祖鸟,retail,休闲服 / 运动用品,45,4420.21
17,MU37#120,MU37,EVISU,retail,休闲服 / 运动用品,51,4858.02
17,MU38#121,MU38,CURIEL,retail,女装,38,3366.21
17,MU38#122,MU38,GEGINA,retail,女装,36,4628.24
17,MU39#123,MU39,POLO RALPH LAUREN,retail,男装 | 女装,39,1994.61
17,MU39#124,MU39,GENTSPACE,retail,男装,29,3397.37
17,MU41a#126,MU41a,Nespresso,dining,特色美食,40,958.14
17,MU42#128,MU42,莆田餐厅,dining,亚洲风味,38,1399.97
17,MU44#131,MU44,浪琴广州太古汇直营店,retail,珠宝 / 钟表 / 饰品,34,9999.58
17,MU45#132,MU45,艾璞俪梦,retail,珠宝 / 钟表 / 饰品,47,11154.66
17,MU45a#133,MU45a,曼尼陀,retail,女装 | 男装,37,8152.41
17,MU46#134,MU46,野兽派花店,retail,工艺 / 家居 / 礼品,57,4017.17
17,MU47a#135,MU47a,玛俪琳,retail,女装,86,8336.1
17,MU47b#136,MU47b,馥马尔、凯利安,retail,保健 / 美容护理,47,1638.48
17,MU48#137,MU48,露露乐蒙,retail,休闲服 / 运动用品,65,5481.97
17,MU32_MU33#145,MU32_MU33,潘海利根,retail,保健 / 美容护理,56,598.13
17,MU32_MU33#146,MU32_MU33,阿蒂仙之香,retail,保健 / 美容护理,45,2242.94
17,MU31#147,MU31,珑骧,retail,鞋 / 包 / 皮具用品,78,8490.92
17,MU25#152,MU25,la prairie,retail,保健 / 美容护理,37,1256.88
17,MU20#155,MU20,叁木司.日式餐酒馆,dining,亚洲风味,52,1800.67
17,MU21#156,MU21,鳗几,dining,亚洲风味,66,2672.76
17,MU19#157,MU19,鼎泰丰,dining,亚洲风味,59,2194.74
17,MU18#158,MU18,美奈小馆钻石店,dining,亚洲风味,65,2661.06
17,MU17#159,MU17,阿嬷手作,dining,特色美食,63,1751.46
17,MU16g_h#160,MU16g_h,太二前传,dining,中式餐饮,67,2018.45
17,MU16f#161,MU16f,熟客·星马印料理,dining,亚洲风味,63,3078.65
17,MU16e#162,MU16e,鮨 · 半藏,dining,亚洲风味,58,1947.84
17,MU16d#163,MU16d,喜家德,dining,中式餐饮,68,2525.97
17,MU16c#164,MU16c,锋壹碗,dining,美食广场,47,841.35
17,MU16k#165,MU16k,SONG Cafe,dining,休闲餐饮及烘焙,50,793.65
17,MU16i#166,MU16i,入续·糖水铺与包·臻选,dining,休闲餐饮及烘焙,78,1385.29
17,MU16j#167,MU16j,意拾光,dining,西式风味,57,2216.98
17,MU16l#168,MU16l,ZAKUZAKU,dining,休闲餐饮及烘焙,62,1128.23
17,MU16b#169,MU16b,面道鲜师,dining,中式餐饮,68,3028.48
17,MU16a#170,MU16a,CONSOMMÉ,dining,美食广场,61,949.03
17,MU14#172,MU14,Dior迪奥化妆品精品店,retail,保健 / 美容护理,39,890.49
17,MU12#174,MU12,帕尔玛之水,retail,保健 / 美容护理,38,1276.48
17,MU10#176,MU10,周生生,retail,珠宝 / 钟表 / 饰品,44,20733.88
17,MU08_MU09#177,MU08_MU09,卡纷,retail,女装,56,3464.94
17,MU05#181,MU05,肯佐,retail,休闲服 / 运动用品,36,3446.6
17,MU04#182,MU04,SANDRO,retail,女装,71,8377.47
17,MU03b#183,MU03b,肌肤之钥,retail,保健 / 美容护理,33,1333.3
17,MU02b_MU03a#184,MU02b_MU03a,GENTLE MONSTER,retail,珠宝 / 钟表 / 饰品,32,8398.27
17,MU02a#185,MU02a,蔻驰,retail,女装,28,1352.86
17,L1-L119#216,L1-L119,Bottega Veneta,retail,鞋 / 包 / 皮具用品,91,15442.44
17,L1-L118#217,L1-L118,MIU MIU,retail,女装,82,8663.54
17,L1-L117#218,L1-L117,BURBERRY,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,113,29086.82
17,L1-L116#219,L1-L116,BALENCIAGA,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,216,43857.38
17,L1-L115#220,L1-L115,芬廸,retail,女装 | 男装 | 鞋 / 包 / 皮具用品,148,15808.66
17,L1-L114#221,L1-L114,香奈儿,retail,,164,9949.36
17,L1-L114#222,L1-L114,香奈儿,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,152,26215.43
17,L1-L113#223,L1-L113,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,200,44616.09
17,L1-L112#224,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,112,25574.12
17,L1-L112#225,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,127,28121.9
17,L1-L111#226,L1-L111,迪奥,retail,,288,14520.61
17,L1-L109#228,L1-L109,麦克斯·马勒,retail,女装,125,12956.18
17,L1-L108#229,L1-L108,万宝龙,retail,珠宝 / 钟表 / 饰品,111,24591.76
17,L1-L108A#230,L1-L108A,万宝龙,retail,珠宝 / 钟表 / 饰品,99,24454.18
17,L1-L106-L107#232,L1-L106-L107,Van Cleef & Arpels,retail,珠宝 / 钟表 / 饰品,89,21650.72
17,L1-L104#234,L1-L104,卡地亚,retail,珠宝 / 钟表 / 饰品,104,14672.99
17,L1-L103#235,L1-L103,Loro Piana,retail,女装 | 男装,106,9216.66
17,L1-L101#237,L1-L101,路易威登,retail,,215,12490.17
17,L1-L120#239,L1-L120,亚历山大麦昆,retail,男装,111,8570.83
17,L1-L121#240,L1-L121,思琳广州太古汇精品店,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,127,34332.35
17,L1-L122#241,L1-L122,伯爵,retail,珠宝 / 钟表 / 饰品,141,40988.46
17,L1-L125#244,L1-L125,爱马仕,retail,,207,13394.86
17,L2-L226#275,L2-L226,日默瓦,retail,鞋 / 包 / 皮具用品,0,0
17,L2-L225B#276,L2-L225B,派,retail,珠宝 / 钟表 / 饰品,0,0
17,L2-L224#278,L2-L224,I.T,retail,女装 | 男装,0,0
17,L2-L223#279,L2-L223,范思哲,retail,女装 | 男装,0,0
17,L2-L221-L222#280,L2-L221-L222,溥仪眼镜,retail,珠宝 / 钟表 / 饰品,0,0
17,L2-L220#281,L2-L220,罗杰维维亚,retail,鞋 / 包 / 皮具用品,0,0
17,L2-L218-L219#282,L2-L218-L219,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,0,0
17,L2-L217#283,L2-L217,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,0,0
17,L2-L216#284,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
17,L2-L216#285,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
17,L2-L215#286,L2-L215,迪奥,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,0,0
17,L2-L213#288,L2-L213,寇依,retail,女装 | 鞋 / 包 / 皮具用品,0,0
17,L2-L211#289,L2-L211,欧米茄,retail,珠宝 / 钟表 / 饰品,0,0
17,L2-L210A#291,L2-L210A,萧邦,retail,珠宝 / 钟表 / 饰品,0,0
17,L2-L209#292,L2-L209,FIFTH x Hair Code,retail,生活时尚,0,0
17,L2-L207-L208#293,L2-L207-L208,菲拉格慕,retail,鞋 / 包 / 皮具用品,0,0
17,L2-L206#294,L2-L206,吉米周,retail,鞋 / 包 / 皮具用品,0,0
17,L2-L205#295,L2-L205,瑭姆步朗,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 童装 / 玩具,0,0
17,L2-L201#299,L2-L201,路易威登,retail,,0,0
17,L2-L228#300,L2-L228,Tory Burch,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品 | 生活时尚,0,0
17,L2-L230#303,L2-L230,吉尔桑德,retail,女装 | 男装,0,0
17,L2-L233#306,L2-L233,爱马仕,retail,,0,0
17,L3-L302#329,L3-L302,gaga 品牌旗舰店,dining,西式风味,0,0
17,L3-L303#330,L3-L303,尚莲·越南泰国料理,dining,亚洲风味,0,0
17,L3-L304#331,L3-L304,glance,dining,西式风味,0,0
17,L3-L305#332,L3-L305,大象园,dining,西式风味,0,0
17,L3-L306#333,L3-L306,小山 炉端烧•鮨,dining,亚洲风味,0,0
17,L3-L307#334,L3-L307,御寶閣潮州酒家,dining,中式餐饮,0,0
17,L3-L308A#335,L3-L308A,超级猩猩,anchor,主力店,0,0
18,M33#16,M33,顺电,retail,影音 / 电器用品,54,2896.9
18,M30#19,M30,昂跑,retail,休闲服 / 运动用品,37,4559.82
18,M28#21,M28,之禾,retail,女装,73,6582.24
18,M26#23,M26,maje,retail,女装,78,11298.47
18,M25#24,M25,伊索,retail,保健 / 美容护理,28,1585.69
18,M24#25,M24,老铺黄金,retail,珠宝 / 钟表 / 饰品,37,8488.29
18,M21#28,M21,Olé精品超市,anchor,主力店,44,1012.53
18,M15#33,M15,INITIAL,retail,女装 | 男装,23,3588.35
18,M13#35,M13,Bang & Olufsen,retail,影音 / 电器用品,21,1393.59
18,M12b#36,M12b,ELLE 路易士·嘉玛发廊,retail,保健 / 美容护理,4,0
18,M09#39,M09,雅德诺,retail,男装,30,2848.06
18,M07#41,M07,单农,retail,男装,25,4391.51
18,M05#43,M05,亮视点,retail,珠宝 / 钟表 / 饰品,56,15146.5
18,M03#45,M03,古驰美妆,retail,保健 / 美容护理,52,5301.18
18,M02#46,M02,APM Monaco,retail,珠宝 / 钟表 / 饰品,47,12662.17
18,M67#49,M67,周大福荟馆JEWELRIA精品店,retail,珠宝 / 钟表 / 饰品,84,17661.57
18,M66#50,M66,American Vintage,retail,女装,60,2829.42
18,M65#51,M65,self-portrait,retail,女装,75,6529.37
18,M64#52,M64,馥蕾诗,retail,保健 / 美容护理,117,4835.54
18,M63#53,M63,朋博湾,retail,童装 / 玩具,49,4216.21
18,M61#55,M61,ROCK&RIDE VINTAGE,retail,珠宝 / 钟表 / 饰品,47,18815.13
18,M60#56,M60,依诺,retail,女装,34,4128.32
18,M58#58,M58,Tabio,retail,休闲服 / 运动用品,32,2538.27
18,M57#59,M57,initial,retail,休闲服 / 运动用品,48,2534.02
18,M55#61,M55,泡泡玛特,retail,,39,1975.11
18,M48a#69,M48a,WASAI LIVING,retail,休闲服 / 运动用品,44,4824.52
18,M47#70,M47,TOMMY HILFIGER,retail,休闲服 / 运动用品,53,3646.39
18,M46#71,M46,LACOSTE,retail,休闲服 / 运动用品,45,2153.48
18,M45#72,M45,EVISU,retail,休闲服 / 运动用品,46,2821.85
18,M43#74,M43,摩安珂,retail,女装,53,6083.74
18,M41a#76,M41a,little Mo&Co.,retail,童装 / 玩具,56,4331.87
18,M41b#77,M41b,广天藏品,retail,工艺 / 家居 / 礼品,51,3907.9
18,MU35#118,MU35,方所,anchor,主力店,109,3525.82
18,MU36#119,MU36,始祖鸟,retail,休闲服 / 运动用品,46,3946.55
18,MU37#120,MU37,EVISU,retail,休闲服 / 运动用品,30,2272.21
18,MU38#121,MU38,CURIEL,retail,女装,24,3581.91
18,MU38#122,MU38,GEGINA,retail,女装,27,2893.54
18,MU39#123,MU39,POLO RALPH LAUREN,retail,男装 | 女装,27,2902.97
18,MU39#124,MU39,GENTSPACE,retail,男装,25,3098.12
18,MU41a#126,MU41a,Nespresso,dining,特色美食,54,1627.98
18,MU42#128,MU42,莆田餐厅,dining,亚洲风味,61,5086.55
18,MU44#131,MU44,浪琴广州太古汇直营店,retail,珠宝 / 钟表 / 饰品,29,9491.86
18,MU45#132,MU45,艾璞俪梦,retail,珠宝 / 钟表 / 饰品,25,3650.2
18,MU45a#133,MU45a,曼尼陀,retail,女装 | 男装,31,4543.76
18,MU46#134,MU46,野兽派花店,retail,工艺 / 家居 / 礼品,45,2074.83
18,MU47a#135,MU47a,玛俪琳,retail,女装,59,3797.94
18,MU47b#136,MU47b,馥马尔、凯利安,retail,保健 / 美容护理,33,1648.2
18,MU48#137,MU48,露露乐蒙,retail,休闲服 / 运动用品,50,3545.0
18,MU32_MU33#145,MU32_MU33,潘海利根,retail,保健 / 美容护理,46,2677.14
18,MU32_MU33#146,MU32_MU33,阿蒂仙之香,retail,保健 / 美容护理,36,966.77
18,MU31#147,MU31,珑骧,retail,鞋 / 包 / 皮具用品,62,7818.39
18,MU25#152,MU25,la prairie,retail,保健 / 美容护理,41,1640.4
18,MU20#155,MU20,叁木司.日式餐酒馆,dining,亚洲风味,100,6625.22
18,MU21#156,MU21,鳗几,dining,亚洲风味,124,9104.33
18,MU19#157,MU19,鼎泰丰,dining,亚洲风味,96,5953.92
18,MU18#158,MU18,美奈小馆钻石店,dining,亚洲风味,110,7453.42
18,MU17#159,MU17,阿嬷手作,dining,特色美食,124,5119.71
18,MU16g_h#160,MU16g_h,太二前传,dining,中式餐饮,114,8428.34
18,MU16f#161,MU16f,熟客·星马印料理,dining,亚洲风味,112,7842.52
18,MU16e#162,MU16e,鮨 · 半藏,dining,亚洲风味,95,6866.85
18,MU16d#163,MU16d,喜家德,dining,中式餐饮,116,8499.18
18,MU16c#164,MU16c,锋壹碗,dining,美食广场,102,2949.72
18,MU16k#165,MU16k,SONG Cafe,dining,休闲餐饮及烘焙,85,2540.62
18,MU16i#166,MU16i,入续·糖水铺与包·臻选,dining,休闲餐饮及烘焙,122,3896.66
18,MU16j#167,MU16j,意拾光,dining,西式风味,98,5931.77
18,MU16l#168,MU16l,ZAKUZAKU,dining,休闲餐饮及烘焙,103,3087.53
18,MU16b#169,MU16b,面道鲜师,dining,中式餐饮,122,7907.21
18,MU16a#170,MU16a,CONSOMMÉ,dining,美食广场,93,2576.63
18,MU14#172,MU14,Dior迪奥化妆品精品店,retail,保健 / 美容护理,35,1877.85
18,MU12#174,MU12,帕尔玛之水,retail,保健 / 美容护理,22,630.32
18,MU10#176,MU10,周生生,retail,珠宝 / 钟表 / 饰品,34,0
18,MU08_MU09#177,MU08_MU09,卡纷,retail,女装,51,5078.99
18,MU05#181,MU05,肯佐,retail,休闲服 / 运动用品,38,2465.63
18,MU04#182,MU04,SANDRO,retail,女装,38,4216.48
18,MU03b#183,MU03b,肌肤之钥,retail,保健 / 美容护理,23,1321.34
18,MU02b_MU03a#184,MU02b_MU03a,GENTLE MONSTER,retail,珠宝 / 钟表 / 饰品,21,8902.09
18,MU02a#185,MU02a,蔻驰,retail,女装,19,2111.32
18,L1-L119#216,L1-L119,Bottega Veneta,retail,鞋 / 包 / 皮具用品,108,10049.21
18,L1-L118#217,L1-L118,MIU MIU,retail,女装,115,15574.67
18,L1-L117#218,L1-L117,BURBERRY,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,112,24041.95
18,L1-L116#219,L1-L116,BALENCIAGA,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,216,51209.52
18,L1-L115#220,L1-L115,芬廸,retail,女装 | 男装 | 鞋 / 包 / 皮具用品,151,12839.11
18,L1-L114#221,L1-L114,香奈儿,retail,,172,11346.07
18,L1-L114#222,L1-L114,香奈儿,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,175,46507.11
18,L1-L113#223,L1-L113,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,266,67003.28
18,L1-L112#224,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,144,41494.43
18,L1-L112#225,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,136,32406.95
18,L1-L111#226,L1-L111,迪奥,retail,,310,21667.67
18,L1-L109#228,L1-L109,麦克斯·马勒,retail,女装,160,16443.48
18,L1-L108#229,L1-L108,万宝龙,retail,珠宝 / 钟表 / 饰品,126,38440.23
18,L1-L108A#230,L1-L108A,万宝龙,retail,珠宝 / 钟表 / 饰品,109,17990.27
18,L1-L106-L107#232,L1-L106-L107,Van Cleef & Arpels,retail,珠宝 / 钟表 / 饰品,88,20074.47
18,L1-L104#234,L1-L104,卡地亚,retail,珠宝 / 钟表 / 饰品,106,21299.9
18,L1-L103#235,L1-L103,Loro Piana,retail,女装 | 男装,110,9852.2
18,L1-L101#237,L1-L101,路易威登,retail,,230,13673.41
18,L1-L120#239,L1-L120,亚历山大麦昆,retail,男装,127,14539.73
18,L1-L121#240,L1-L121,思琳广州太古汇精品店,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,144,49963.64
18,L1-L122#241,L1-L122,伯爵,retail,珠宝 / 钟表 / 饰品,153,33496.93
18,L1-L125#244,L1-L125,爱马仕,retail,,242,16610.3
18,L2-L226#275,L2-L226,日默瓦,retail,鞋 / 包 / 皮具用品,0,0
18,L2-L225B#276,L2-L225B,派,retail,珠宝 / 钟表 / 饰品,0,0
18,L2-L224#278,L2-L224,I.T,retail,女装 | 男装,0,0
18,L2-L223#279,L2-L223,范思哲,retail,女装 | 男装,0,0
18,L2-L221-L222#280,L2-L221-L222,溥仪眼镜,retail,珠宝 / 钟表 / 饰品,0,0
18,L2-L220#281,L2-L220,罗杰维维亚,retail,鞋 / 包 / 皮具用品,0,0
18,L2-L218-L219#282,L2-L218-L219,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,0,0
18,L2-L217#283,L2-L217,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,0,0
18,L2-L216#284,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
18,L2-L216#285,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
18,L2-L215#286,L2-L215,迪奥,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,0,0
18,L2-L213#288,L2-L213,寇依,retail,女装 | 鞋 / 包 / 皮具用品,0,0
18,L2-L211#289,L2-L211,欧米茄,retail,珠宝 / 钟表 / 饰品,0,0
18,L2-L210A#291,L2-L210A,萧邦,retail,珠宝 / 钟表 / 饰品,0,0
18,L2-L209#292,L2-L209,FIFTH x Hair Code,retail,生活时尚,0,0
18,L2-L207-L208#293,L2-L207-L208,菲拉格慕,retail,鞋 / 包 / 皮具用品,0,0
18,L2-L206#294,L2-L206,吉米周,retail,鞋 / 包 / 皮具用品,0,0
18,L2-L205#295,L2-L205,瑭姆步朗,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 童装 / 玩具,0,0
18,L2-L201#299,L2-L201,路易威登,retail,,0,0
18,L2-L228#300,L2-L228,Tory Burch,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品 | 生活时尚,0,0
18,L2-L230#303,L2-L230,吉尔桑德,retail,女装 | 男装,0,0
18,L2-L233#306,L2-L233,爱马仕,retail,,0,0
18,L3-L302#329,L3-L302,gaga 品牌旗舰店,dining,西式风味,0,0
18,L3-L303#330,L3-L303,尚莲·越南泰国料理,dining,亚洲风味,0,0
18,L3-L304#331,L3-L304,glance,dining,西式风味,0,0
18,L3-L305#332,L3-L305,大象园,dining,西式风味,0,0
18,L3-L306#333,L3-L306,小山 炉端烧•鮨,dining,亚洲风味,0,0
18,L3-L307#334,L3-L307,御寶閣潮州酒家,dining,中式餐饮,0,0
18,L3-L308A#335,L3-L308A,超级猩猩,anchor,主力店,0,0
19,M33#16,M33,顺电,retail,影音 / 电器用品,46,3006.5
19,M30#19,M30,昂跑,retail,休闲服 / 运动用品,49,4995.71
19,M28#21,M28,之禾,retail,女装,96,13537.35
19,M26#23,M26,maje,retail,女装,87,4126.74
19,M25#24,M25,伊索,retail,保健 / 美容护理,35,709.95
19,M24#25,M24,老铺黄金,retail,珠宝 / 钟表 / 饰品,31,10684.26
19,M21#28,M21,Olé精品超市,anchor,主力店,70,2111.74
19,M15#33,M15,INITIAL,retail,女装 | 男装,22,2053.66
19,M13#35,M13,Bang & Olufsen,retail,影音 / 电器用品,27,924.06
19,M12b#36,M12b,ELLE 路易士·嘉玛发廊,retail,保健 / 美容护理,8,0
19,M09#39,M09,雅德诺,retail,男装,19,2172.0
19,M07#41,M07,单农,retail,男装,34,1950.93
19,M05#43,M05,亮视点,retail,珠宝 / 钟表 / 饰品,61,12803.79
19,M03#45,M03,古驰美妆,retail,保健 / 美容护理,50,2595.16
19,M02#46,M02,APM Monaco,retail,珠宝 / 钟表 / 饰品,56,10106.08
19,M67#49,M67,周大福荟馆JEWELRIA精品店,retail,珠宝 / 钟表 / 饰品,68,17582.42
19,M66#50,M66,American Vintage,retail,女装,61,8018.7
19,M65#51,M65,self-portrait,retail,女装,81,5231.78
19,M64#52,M64,馥蕾诗,retail,保健 / 美容护理,101,2769.52
19,M63#53,M63,朋博湾,retail,童装 / 玩具,48,4772.98
19,M61#55,M61,ROCK&RIDE VINTAGE,retail,珠宝 / 钟表 / 饰品,64,13931.44
19,M60#56,M60,依诺,retail,女装,51,8316.38
19,M58#58,M58,Tabio,retail,休闲服 / 运动用品,50,4247.13
19,M57#59,M57,initial,retail,休闲服 / 运动用品,71,3467.07
19,M55#61,M55,泡泡玛特,retail,,47,3840.96
19,M48a#69,M48a,WASAI LIVING,retail,休闲服 / 运动用品,44,2838.47
19,M47#70,M47,TOMMY HILFIGER,retail,休闲服 / 运动用品,55,3422.51
19,M46#71,M46,LACOSTE,retail,休闲服 / 运动用品,55,2856.02
19,M45#72,M45,EVISU,retail,休闲服 / 运动用品,45,3336.02
19,M43#74,M43,摩安珂,retail,女装,44,8542.58
19,M41a#76,M41a,little Mo&Co.,retail,童装 / 玩具,51,3660.09
19,M41b#77,M41b,广天藏品,retail,工艺 / 家居 / 礼品,53,3362.65
19,MU35#118,MU35,方所,anchor,主力店,77,2546.54
19,MU36#119,MU36,始祖鸟,retail,休闲服 / 运动用品,34,2472.71
19,MU37#120,MU37,EVISU,retail,休闲服 / 运动用品,32,1706.88
19,MU38#121,MU38,CURIEL,retail,女装,18,2796.75
19,MU38#122,MU38,GEGINA,retail,女装,20,2106.49
19,MU39#123,MU39,POLO RALPH LAUREN,retail,男装 | 女装,24,624.11
19,MU39#124,MU39,GENTSPACE,retail,男装,19,794.33
19,MU41a#126,MU41a,Nespresso,dining,特色美食,65,2396.44
19,MU42#128,MU42,莆田餐厅,dining,亚洲风味,49,3311.84
19,MU44#131,MU44,浪琴广州太古汇直营店,retail,珠宝 / 钟表 / 饰品,14,1630.05
19,MU45#132,MU45,艾璞俪梦,retail,珠宝 / 钟表 / 饰品,21,5370.89
19,MU45a#133,MU45a,曼尼陀,retail,女装 | 男装,23,3475.83
19,MU46#134,MU46,野兽派花店,retail,工艺 / 家居 / 礼品,32,2453.22
19,MU47a#135,MU47a,玛俪琳,retail,女装,52,7342.28
19,MU47b#136,MU47b,馥马尔、凯利安,retail,保健 / 美容护理,29,1277.1
19,MU48#137,MU48,露露乐蒙,retail,休闲服 / 运动用品,47,3390.99
19,MU32_MU33#145,MU32_MU33,潘海利根,retail,保健 / 美容护理,34,1677.38
19,MU32_MU33#146,MU32_MU33,阿蒂仙之香,retail,保健 / 美容护理,37,1203.64
19,MU31#147,MU31,珑骧,retail,鞋 / 包 / 皮具用品,46,3473.56
19,MU25#152,MU25,la prairie,retail,保健 / 美容护理,28,1239.98
19,MU20#155,MU20,叁木司.日式餐酒馆,dining,亚洲风味,115,7390.42
19,MU21#156,MU21,鳗几,dining,亚洲风味,173,11988.54
19,MU19#157,MU19,鼎泰丰,dining,亚洲风味,110,8097.65
19,MU18#158,MU18,美奈小馆钻石店,dining,亚洲风味,127,8639.45
19,MU17#159,MU17,阿嬷手作,dining,特色美食,152,5647.33
19,MU16g_h#160,MU16g_h,太二前传,dining,中式餐饮,153,10309.94
19,MU16f#161,MU16f,熟客·星马印料理,dining,亚洲风味,144,10748.96
19,MU16e#162,MU16e,鮨 · 半藏,dining,亚洲风味,133,8377.0
19,MU16d#163,MU16d,喜家德,dining,中式餐饮,135,7812.94
19,MU16c#164,MU16c,锋壹碗,dining,美食广场,109,3289.43
19,MU16k#165,MU16k,SONG Cafe,dining,休闲餐饮及烘焙,106,3278.72
19,MU16i#166,MU16i,入续·糖水铺与包·臻选,dining,休闲餐饮及烘焙,144,3740.33
19,MU16j#167,MU16j,意拾光,dining,西式风味,108,7241.52
19,MU16l#168,MU16l,ZAKUZAKU,dining,休闲餐饮及烘焙,114,3561.89
19,MU16b#169,MU16b,面道鲜师,dining,中式餐饮,140,10699.8
19,MU16a#170,MU16a,CONSOMMÉ,dining,美食广场,106,3183.68
19,MU14#172,MU14,Dior迪奥化妆品精品店,retail,保健 / 美容护理,36,2476.18
19,MU12#174,MU12,帕尔玛之水,retail,保健 / 美容护理,27,1349.55
19,MU10#176,MU10,周生生,retail,珠宝 / 钟表 / 饰品,36,15681.23
19,MU08_MU09#177,MU08_MU09,卡纷,retail,女装,53,4720.55
19,MU05#181,MU05,肯佐,retail,休闲服 / 运动用品,25,1638.84
19,MU04#182,MU04,SANDRO,retail,女装,46,1480.69
19,MU03b#183,MU03b,肌肤之钥,retail,保健 / 美容护理,28,1208.95
19,MU02b_MU03a#184,MU02b_MU03a,GENTLE MONSTER,retail,珠宝 / 钟表 / 饰品,17,5371.47
19,MU02a#185,MU02a,蔻驰,retail,女装,14,1916.86
19,L1-L119#216,L1-L119,Bottega Veneta,retail,鞋 / 包 / 皮具用品,105,12977.38
19,L1-L118#217,L1-L118,MIU MIU,retail,女装,113,14001.59
19,L1-L117#218,L1-L117,BURBERRY,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,119,31419.68
19,L1-L116#219,L1-L116,BALENCIAGA,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,224,47681.59
19,L1-L115#220,L1-L115,芬廸,retail,女装 | 男装 | 鞋 / 包 / 皮具用品,157,8851.68
19,L1-L114#221,L1-L114,香奈儿,retail,,199,13688.43
